
            P L A N E   S T R E S S                           



xzy 18/12/29                                                                    


 npoin = 160     nelem = 135     nvfix =  20     ntype =   1
    77        1         81   89   88   80
    78        1         82   91   89   81
    79        1        100  101   91   82
    80        1         86   85   84   83
    81        1         88   87   85   86
    82        1         89   90   87   88
    83        1         91   92   90   89
    84        1        101  102   92   91
    85        1         94  103   97   93
    86        1         95  104  103   94
    87        1         96  105  104   95
    88        1        109  114  105   96
    89        1        103  116   98   97
    90        1        116  117   99   98
    91        1        117  118  100   99
    92        1        118  120  101  100
    93        1        120  119  102  101
    94        1        104  131  116  103
    95        1        105  132  131  104
    96        1        114  133  132  105
    97        1        110  111  107  106
    98        1        111  112  108  107
    99        1        112  113  109  108
   100        1        113  115  114  109
   101        1        121  124  111  110
   102        1        124  125  112  111
   103        1        125  128  113  112
   104        1        128  129  115  113
   105        1        115  134  133  114
   106        1        129  135  134  115
   107        1        131  137  117  116
   108        1        137  138  118  117
   109        1        138  140  120  118
   110        1        140  139  119  120
   111        1        122  123  124  121
   112        1        123  126  125  124
   113        1        126  127  128  125
   114        1        127  130  129  128
   115        1        130  136  135  129
   116        1        132  141  137  131
   117        1        133  142  141  132
   118        1        134  143  142  133
   119        1        135  145  143  134
   120        1        136  144  145  135
   121        1        141  146  138  137
   122        1        146  147  140  138
   123        1        147  148  139  140
   124        1        142  149  146  141
   125        1        143  152  149  142
   126        1        145  154  152  143
   127        1        144  153  154  145
   128        1        149  151  147  146
   129        1        151  150  148  147
   130        1        152  156  151  149
   131        1        156  155  150  151
   132        1        154  159  156  152
   133        1        153  158  159  154
   134        1        159  160  155  156
   135        1        158  157  160  159


 Node          X          Y
     1   0.000000E+00   1.000000E+00
     2   0.000000E+00   1.333300E+00
     3   0.000000E+00   1.666700E+00
     4   0.000000E+00   2.000000E+00
     5   0.000000E+00   2.333300E+00
     6   0.000000E+00   2.666700E+00
     7   0.000000E+00   3.000000E+00
     8   0.000000E+00   3.333300E+00
     9   0.000000E+00   3.666700E+00
    10   0.000000E+00   4.000000E+00
    11   3.333300E-01   1.000000E+00
    12   3.333300E-01   1.333300E+00
    13   3.333300E-01   1.666700E+00
    14   3.333300E-01   2.000000E+00
    15   3.333300E-01   2.333300E+00
    16   3.333300E-01   2.666700E+00
    17   3.333300E-01   3.000000E+00
    18   3.333300E-01   3.333300E+00
    19   3.333300E-01   4.000000E+00
    20   3.333300E-01   3.666700E+00
    21   6.666700E-01   4.000000E+00
    22   6.666700E-01   3.666700E+00
    23   6.666700E-01   3.333300E+00
    24   6.666700E-01   3.000000E+00
    25   6.666700E-01   2.666700E+00
    26   6.666700E-01   2.333300E+00
    27   6.666700E-01   2.000000E+00
    28   6.666700E-01   1.666700E+00
    29   6.666700E-01   1.000000E+00
    30   6.666700E-01   1.333300E+00
    31   1.000000E+00   4.000000E+00
    32   1.000000E+00   3.666700E+00
    33   1.000000E+00   3.333300E+00
    34   1.000000E+00   3.000000E+00
    35   1.000000E+00   2.666700E+00
    36   1.000000E+00   2.333300E+00
    37   1.000000E+00   2.000000E+00
    38   1.000000E+00   1.666700E+00
    39   1.000000E+00   1.333300E+00
    40   1.333300E+00   4.000000E+00
    41   1.333300E+00   3.666700E+00
    42   1.333300E+00   3.333300E+00
    43   1.333300E+00   3.000000E+00
    44   1.333300E+00   2.666700E+00
    45   1.333300E+00   2.333300E+00
    46   1.333300E+00   2.000000E+00
    47   1.333300E+00   1.666700E+00
    48   1.333300E+00   1.333300E+00
    49   1.666700E+00   4.000000E+00
    50   1.666700E+00   3.666700E+00
    51   1.666700E+00   3.333300E+00
    52   1.666700E+00   3.000000E+00
    53   1.666700E+00   2.666700E+00
    54   1.666700E+00   2.333300E+00
    55   1.666700E+00   2.000000E+00
    56   1.666700E+00   1.666700E+00
    57   1.666700E+00   1.333300E+00
    58   2.000000E+00   4.000000E+00
    59   2.000000E+00   3.666700E+00
    60   2.000000E+00   3.333300E+00
    61   2.000000E+00   3.000000E+00
    62   2.000000E+00   2.666700E+00
    63   2.333300E+00   4.000000E+00
    64   2.333300E+00   3.666700E+00
    65   2.333300E+00   3.333300E+00
    66   2.333300E+00   3.000000E+00
    67   2.333300E+00   2.666700E+00
    68   2.666700E+00   4.000000E+00
    69   2.666700E+00   3.666700E+00
    70   2.666700E+00   3.333300E+00
    71   2.666700E+00   3.000000E+00
    72   2.666700E+00   2.666700E+00
    73   3.000000E+00   4.000000E+00
    74   3.000000E+00   3.666700E+00
    75   3.000000E+00   3.333300E+00
    76   3.000000E+00   3.000000E+00
    77   3.000000E+00   2.666700E+00
    78   3.333300E+00   4.000000E+00
    79   3.333300E+00   3.666700E+00
    80   3.333300E+00   3.333300E+00
    81   3.333300E+00   3.000000E+00
    82   3.333300E+00   2.666700E+00
    83   3.666700E+00   4.000000E+00
    84   4.000000E+00   4.000000E+00
    85   4.000000E+00   3.666700E+00
    86   3.666700E+00   3.666700E+00
    87   4.000000E+00   3.333300E+00
    88   3.666700E+00   3.333300E+00
    89   3.666700E+00   3.000000E+00
    90   4.000000E+00   3.000000E+00
    91   3.666700E+00   2.666700E+00
    92   4.000000E+00   2.666700E+00
    93   2.000000E+00   2.333300E+00
    94   2.000000E+00   2.000000E+00
    95   2.000000E+00   1.666700E+00
    96   2.000000E+00   1.333300E+00
    97   2.333300E+00   2.333300E+00
    98   2.666700E+00   2.333300E+00
    99   3.000000E+00   2.333300E+00
   100   3.333300E+00   2.333300E+00
   101   3.666700E+00   2.333300E+00
   102   4.000000E+00   2.333300E+00
   103   2.333300E+00   2.000000E+00
   104   2.333300E+00   1.666700E+00
   105   2.333300E+00   1.333300E+00
   106   1.000000E+00   1.000000E+00
   107   1.333300E+00   1.000000E+00
   108   1.666700E+00   1.000000E+00
   109   2.000000E+00   1.000000E+00
   110   1.000000E+00   6.666700E-01
   111   1.333300E+00   6.666700E-01
   112   1.666700E+00   6.666700E-01
   113   2.000000E+00   6.666700E-01
   114   2.333300E+00   1.000000E+00
   115   2.333300E+00   6.666700E-01
   116   2.666700E+00   2.000000E+00
   117   3.000000E+00   2.000000E+00
   118   3.333300E+00   2.000000E+00
   119   4.000000E+00   2.000000E+00
   120   3.666700E+00   2.000000E+00
   121   1.000000E+00   3.333300E-01
   122   1.000000E+00   0.000000E+00
   123   1.333300E+00   0.000000E+00
   124   1.333300E+00   3.333300E-01
   125   1.666700E+00   3.333300E-01
   126   1.666700E+00   0.000000E+00
   127   2.000000E+00   0.000000E+00
   128   2.000000E+00   3.333300E-01
   129   2.333300E+00   3.333300E-01
   130   2.333300E+00   0.000000E+00
   131   2.666700E+00   1.666700E+00
   132   2.666700E+00   1.333300E+00
   133   2.666700E+00   1.000000E+00
   134   2.666700E+00   6.666700E-01
   135   2.666700E+00   3.333300E-01
   136   2.666700E+00   0.000000E+00
   137   3.000000E+00   1.666700E+00
   138   3.333300E+00   1.666700E+00
   139   4.000000E+00   1.666700E+00
   140   3.666700E+00   1.666700E+00
   141   3.000000E+00   1.333300E+00
   142   3.000000E+00   1.000000E+00
   143   3.000000E+00   6.666700E-01
   144   3.000000E+00   0.000000E+00
   145   3.000000E+00   3.333300E-01
   146   3.333300E+00   1.333300E+00
   147   3.666700E+00   1.333300E+00
   148   4.000000E+00   1.333300E+00
   149   3.333300E+00   1.000000E+00
   150   4.000000E+00   1.000000E+00
   151   3.666700E+00   1.000000E+00
   152   3.333300E+00   6.666700E-01
   153   3.333300E+00   0.000000E+00
   154   3.333300E+00   3.333300E-01
   155   4.000000E+00   6.666700E-01
   156   3.666700E+00   6.666700E-01
   157   4.000000E+00   0.000000E+00
   158   3.666700E+00   0.000000E+00
   159   3.666700E+00   3.333300E-01
   160   4.000000E+00   3.333300E-01


  Node      Code        Fixed Values
    1        10       0.000000  0.000000
    2        10       0.000000  0.000000
    3        10       0.000000  0.000000
    4        10       0.000000  0.000000
    5        10       0.000000  0.000000
    6        10       0.000000  0.000000
    7        10       0.000000  0.000000
    8        10       0.000000  0.000000
    9        10       0.000000  0.000000
   10        10       0.000000  0.000000
  122        01       0.000000  0.000000
  123        01       0.000000  0.000000
  126        01       0.000000  0.000000
  127        01       0.000000  0.000000
  130        01       0.000000  0.000000
  136        01       0.000000  0.000000
  144        01       0.000000  0.000000
  153        01       0.000000  0.000000
  157        01       0.000000  0.000000
  158        01       0.000000  0.000000


=============Element Properties=============

 Material No. =    1   Element Model:Q4                  

 Young Modulus =   1.000000E+00    Poiss Ratio =   3.000000E-01
 Thickness     =   1.000000E+00    Density     =   0.000000E+00
Loads                                                                                      1           0           0
   85    33.333     0.000
   87    33.333     0.000
   90    33.333     0.000
   92    33.333     0.000
  102    33.333     0.000
  119    33.333     0.000
  139    33.333     0.000
  148    33.333     0.000
  150    33.333     0.000
  155    33.333     0.000
  160    33.333     0.000
      Total nodal forces for each element

    1       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
    2       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
    3       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
    4       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
    5       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
    6       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
    7       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
    8       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
    9       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   10       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   11       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   12       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   13       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   14       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   15       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   16       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   17       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   18       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   19       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   20       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   21       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   22       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   23       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   24       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   25       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   26       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   27       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   28       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   29       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   30       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   31       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   32       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   33       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   34       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   35       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   36       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   37       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   38       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   39       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   40       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   41       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   42       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   43       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   44       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   45       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   46       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   47       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   48       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   49       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   51       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   52       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   53       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   54       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   55       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   56       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   57       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   58       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   59       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   60       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   61       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   62       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   63       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   64       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   65       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   66       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   67       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   68       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   69       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   70       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   71       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   72       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   73       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   74       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   75       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   76       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   77       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   78       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   79       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   80       0.00E+00  0.00E+00  0.33E+02  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   81       0.00E+00  0.00E+00  0.33E+02  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   82       0.00E+00  0.00E+00  0.33E+02  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   83       0.00E+00  0.00E+00  0.33E+02  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   84       0.00E+00  0.00E+00  0.33E+02  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   85       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   86       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   87       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   88       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   89       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   90       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   91       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   92       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   93       0.00E+00  0.00E+00  0.33E+02  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   94       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   95       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   96       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   97       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   98       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
   99       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
  100       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
  101       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
  102       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
  103       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
  104       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
  105       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
  106       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
  107       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
  108       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
  109       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
  110       0.00E+00  0.00E+00  0.33E+02  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
  111       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
  112       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
  113       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
  114       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
  115       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
  116       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
  117       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
  118       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
  119       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
  120       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
  121       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
  122       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
  123       0.00E+00  0.00E+00  0.33E+02  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
  124       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
  125       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
  126       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
  127       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
  128       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
  129       0.00E+00  0.00E+00  0.33E+02  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
  130       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
  131       0.00E+00  0.00E+00  0.33E+02  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
  132       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
  133       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
  134       0.00E+00  0.00E+00  0.33E+02  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
  135       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
            0.00E+00  0.00E+00
 Maximum frontwidth encountered =          40
     Displacements

      Node      X-disp.       Y-disp.

         1  0.000000E+00 -0.119460E+03
         2  0.000000E+00 -0.138138E+03
         3  0.000000E+00 -0.152818E+03
         4  0.000000E+00 -0.163860E+03
         5  0.000000E+00 -0.172953E+03
         6  0.000000E+00 -0.181437E+03
         7  0.000000E+00 -0.189715E+03
         8  0.000000E+00 -0.197835E+03
         9  0.000000E+00 -0.205641E+03
        10  0.000000E+00 -0.212768E+03
        11  0.682045E+02 -0.117531E+03
        12  0.604533E+02 -0.136070E+03
        13  0.507686E+02 -0.150131E+03
        14  0.435629E+02 -0.160611E+03
